2.00022 -58.386
2.00886 -58.386
2.01331 -58.386
2.10842 -58.386
2.20842 -58.386
2.30842 -58.386
2.40842 -58.386
2.50842 -58.386
2.60842 -58.386
2.70842 -58.386
2.80842 -58.386
2.90842 -58.386
3.00842 -58.386
3.10842 -58.386
3.20842 -58.386
3.30842 -58.386
3.40842 -58.386
3.50842 -58.386
3.60842 -58.386
3.70842 -58.386
3.80842 -58.386
3.90842 -58.386
4.00842 -58.386
4.10842 -58.386
4.20842 -58.386
4.30842 -58.386
4.40842 -58.386
4.50842 -58.386
4.60842 -58.386
4.70842 -58.386
4.80842 -58.386
4.90842 -58.386
5.00842 -58.386
5.10842 -58.386
5.20842 -58.386
5.30842 -58.386
5.40842 -58.386
5.50842 -58.386
5.60842 -58.386
5.70842 -58.386
5.80842 -58.386
5.90842 -58.386
6.00842 -58.386
6.10842 -58.386
6.20842 -58.386
6.30842 -58.386
6.40842 -58.386
6.50842 -58.386
6.60842 -58.386
6.70842 -58.386
6.80842 -58.386
6.90842 -58.386
7.00842 -58.386
7.10842 -58.386
7.20842 -58.386
7.30842 -58.386
7.40842 -58.386
7.50842 -58.386
7.60842 -58.386
7.70842 -58.386
7.80842 -58.386
7.90842 -58.386
8.00842 -58.386
8.10842 -58.386
8.20842 -58.386
8.30842 -58.386
8.40842 -58.386
8.50842 -58.386
8.60842 -58.386
8.70842 -58.386
8.80842 -58.386
8.90842 -58.386
9.00842 -58.386
9.10842 -58.386
9.20842 -58.386
9.30842 -58.386
9.40842 -58.386
9.50842 -58.386
9.60842 -58.386
9.70842 -58.386
9.80842 -58.386
9.90842 -58.386
